21,>WP_003401044.1, TetR/AcrR family transcriptional regulator,Regulatory Protein,Regulatory Protein,214,5.89,83.50,35870,-0.364,Hydrophilic,44.12,24128.1,24,28,0,Unstable,,,Cytoplasm,Cytoplasm,Cytoplasm,Cytoplasmic,Cytoplasmic Protein,1,Cytoplasm,,Signal Peptide,Unknown,1,-0.364486,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"Bacterial regulatory proteins, tetR family;
","pfam00440	
",2.81E-09,N/A,N/A,None pridicted,N/A,DNA binding ,GO:0003677,1,N/A,N/A,0,No result,No,0,"Tetracyclin repressor-like, C-terminal domain,Tetracyclin repressor-like, C-terminal domain	,Homeodomain-like	,Tetracyclin repressor-like, N-terminal domain		","2.31e-20
,0.012,7.7e-16
,0.0093",TetR family transcriptional regulator (1.10.357.10/FF/16)	,1.00E-09," Tetracyclin repressor-like, C-terminal domain",2.50E-21,  TetR-type HTH domain profile,18.382,,Rv0157A,Neighborhood,0.687,,PROBABLE NON-ALLERGEN,O14981,No Result,No Result,No Result,No Result,0,,Probable NON-ANTIGEN,0.3726,,Metabolism Molecule,1.1187835,,TetR/AcrR family transcriptional regulator	,"WP_061846028.1
",5.00E-150,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,3.-.-.-	0.5,NOT ENZYME ,NOT ENZYME 
22,>WP_003401091.1 ,MCE family protein,Transport Protein,Transporter Protein,515,5.61,89.59,49850,-0.097,Hydrophilic,40.27,54021.37,38,41,0,Unstable,,,inner membrane	,Extracell.,Cell inner membrane. Periplasm.,Unknown,"Periplasmic Protein",1,Periplasm,,no signal peptide,Membrane Protein,2,-0.096699,Prediction,Secretion (Signal Peptide),Transmembrane	,signal peptide,Signal peptide,Secretory peptide,"Phosphorylation prediction,Glycosylation prediction",,"virulence factor Mce family protein; Members of this paralogous family are found as six tandem ...
","cl36794	",1.41E-84,transmembrane region	,N/A,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"	Methyl-accepting chemotaxis protein (MCP) signaling domain	,	Methyl-accepting chemotaxis protein (MCP) signaling domain	","0.00019,,0.019
",N/A,0.00E+00,MlaD protein,7.00E-17,no HIT,0,,"        yrbE1A    yrbE1B        
              mce1A","Neighborhood
Cooccurence
Textmining",0.996,,PROBABLE NON-ALLERGEN, Q68CP9,No Result,No Result,No Result,No Result,0,,  Probable ANTIGEN,0.4788,,Metabolism Molecule,1.1747115,,virulence factor Mce family protein 	,"WP_142756032.1
",0,,Methyltransferases,Transferring One-Carbon Groups	,Transferases,no Prediction,noT ENZYME ,NOT ENZYME 
23,>WP_003401110.1 ,ECF RNA polymerase sigma factor SigG ,Regulatory Protein,Regulatory Protein,370,6.33,92.86,46410,-0.165,Hydrophilic,49.53,40982.74,41,44,0,Unstable,,,Cytoplasm,Cell membrane. Cytoplasm.,Cell inner membrane.,Cytoplasmic            ,"Cytoplasmic Protein",1,Cytoplasm,,no signal peptide,Soluble Protein,1,-0.165405,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"RNA polymerase subunit sigma-70;
","PRK08241	
",0.00E+00,low complexity	,N/A,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"Sigma2 domain of RNA polymerase sigma factors        ,Sigma2 domain of RNA polymerase sigma factors	,NTF2-like	,Ketosteroid isomerase-like	","3.73e-23
,0.0012
,8.79e-20
,0.054
",RNA polymerase sigma factor (1.10.1740.10/FF/10)	,1.40E-04,Sigma-70 region 2,6.10E-20,  Sigma-70 factors ECF subfamily signature,N/A,,"	Rv0181c	","Neighborhood
Textmining",0.896,,PROBABLE NON-ALLERGEN,O14981,No Result,No Result,No Result,No Result,0,,Probable NON-ANTIGEN ,0.3489,,cellular Process,2.7075468,,sigma-70 family RNA polymerase sigma factor SigG 	,"WP_003401110.1",0,,Hydro-lyases,Carbon-Oxygen Lyases	,Lyases	,2.-.-.-	0.48,noT ENZYME ,NOT ENZYME 
24,>WP_003401246.1 ,glycosyltransferase family 4 protein,Enzyme,Enzymatic protein,384,9.86,105.60,72420,-0.012,Hydrophilic,46.01,42054.33,44,35,0,Unstable,,,Cytoplasm,Cytoplasm,"Cell inner membrane. Cytoplasm.",Cytoplasmic,cytoplasmic protein,1,Cytoplasm,,Signal Peptide,Unknown,1,-0.011719,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,"Phosphorylation prediction,Glycosylation prediction",,"phosphatidyl-myo-inositol mannosyltransferase; This family is most closely related to the GT4 ...","cd03801	
",3.35E-53,low complexity	,N/A,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"        UDP-Glycosyltransferase/glycogen phosphorylase,Glycosyl transferases group 1	","0.0088
1.23e-70
",Glycosyl transferase family 1 (3.40.50.2000/FF/243)	,1.10E-05,Glycosyl transferases group 1,3.40E-29,no HIT,N/A,,	Rv0224c,"Neighborhood
Cooccurence",0.921,,PROBABLE NON-ALLERGEN,Q9NR09,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN,0.4365,,cellular Process,3.6454465,,glycosyltransferase family 4 protein	,"WP_169037008.1",0,,Hexosyltransferases,Glycosyltransferases,Transferases,2.4.1.-	0.99,"is an Enzyme protein
	2.-.-.- Transferases
	2.4.-.- Glycosyltransferases
",ENZYME
25,>WP_003401289.1,DUF2613 domain-containing protein ,Unknown Domain Function,Other Protein,57,9.69,107.72,1490,0.332,Hydrophobic,38.36,5833.81,5,3,1,Stable,,,inner membrane	,Cell membrane. Extracell,"Cell inner membrane.
",CytoplasmicMembrane,N/A,0,Cytoplasm,,Signal Peptide,Unknown,1,0.331579,Prediction,Secretion (Signal Peptide),transmembrane	,No signal peptide,Signal peptide,Secretory peptide,Phosphorylation prediction,,"Protein of unknown function (DUF2613); This is a family of putative small secreted proteins ...
","cl12590	",1.69E-12,transmembrane region	,N/A,Protein of unknown function DUF2613 ,IPR022566,N/A,N/A,0,N/A,N/A,0,No result,No,0,N/A,0,N/A,0,Protein of unknown function (DUF2613),4.40E-22,no HIT,N/A,,	aftD,Neighborhood,0.785,,PROBABLE NON-ALLERGEN,Q5JNJ5,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN ,0.5733,,Metabolism Molecule,2.1076686,,DUF2613 domain-containing protein,"WP_003401289.1
",2.00E-31,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,non Enzyme,noT ENZYME ,NOT ENZYME 
26,>WP_003401300.1 ,antitoxin ,Antitoxin Protein,Defense Protein,77,6.84,69.74,13980,-0.925,Hydrophilic,37.28,9138.34,13,13,1,Stable,,,Cytoplasm,"Cell membrane. Extracell.
",Cytoplasm,cytoplasmic,cytoplasmic protein,1,Cytoplasm,,no signal peptide,Soluble Protein,0,-0.924675,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,N/A,N/A,0,N/A,N/A,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"Ribbon-helix-helix	,CopG-like	","0.001
,0.04",N/A,0," CopG-like RHH_1 or ribbon-helix-helix domain, RHH_5",0.036,no HIT,N/A,,	vapC24,Neighborhood,0.845,,PROBABLE NON-ALLERGEN, Q6EUD8,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN,0.4126,,Metabolism Molecule,1.1488293,,hypothetical protein ,"WP_023641551.1
",1.00E-46,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,"3.-.-.-	0.53",NOT ENZYME ,NOT ENZYME 
27,>WP_003401397.1 ,TetR/AcrR family transcriptional regulator,Regulatory protein,Regulatory protein,206,7.66,74.56,34380,-0.380,Hydrophilic,36.92,23274.1,24,23,1,Stable,,,Cytoplasm,Cytoplasm. Extracell.,"Cell inner membrane. Cytoplasm.",Cytoplasmic,"Inner-membrane Protein
",1,Cytoplasm,,Signal Peptide,Unknown,0,-0.380097,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"DNA-binding transcriptional regulator, AcrR family [Transcription];","cl43380	
",2.65E-12,N/A,N/A,DNA binding ,GO:0003677,N/A,N/A,0,N/A,N/A,0,No result,No,0,"	Tetracyclin repressor-like, C-terminal domain,	Tetracyclin repressor-like, C-terminal domain,Homeodomain-like	,	Tetracyclin repressor-like, N-terminal domain	","6.67e-30
,0.01,0.0000000000000287
,0.0066
",TetR family transcriptional regulator (1.10.10.60/FF/141)	,5.50E-05,"Bacterial regulatory proteins, tetR family",8.7e-10), TetR-type HTH domain profile :,15.531,,Rv0272c,Neighborhood,0.914,,PROBABLE NON-ALLERGEN,Q6NW34,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN ,0.576,,Metabolism Molecule,-0.15137801,,TetR family transcriptional regulator,"KAK28480.1
",9.00E-150,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,non Enzyme,noT ENZYME ,NOT ENZYME 
28,>WP_003401485.1 ,type VII secretion system ESX-3 target PE5,Virulent protein,Defense Protein,102,4.47,101.67,2980,0.665,Hydrophobic,27.78,9565.74,3,9,1,Stable,,,secreted,Extracell,Cell inner membrane. Fimbrium.,Unknown,Cytoplasmic protein,0,Cytoplasm,,Signal Peptide,Unknown,0,0.664706,No transmembrane,No Secretion (No Signal Peptide),Signal Peptide,No signal peptide,No signal peptide,No Secretory Protein ,Glycosylation prediction,,"PE family; This family named after a PE motif near to the amino terminus of the domain. The PE ...","cl03022	
",1.07E-11,N/A,N/A,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"PE/PPE dimer-like       ,PE","0.000000000000471
,0.011,",PE family protein PE22 (1.10.287.850/FF/6)	,2.20E-05,PE family,1.20E-20,no HIT,0,,PPE4,"Neighborhood
Cooccurence
Textmining",0.998,,PROBABLE ALLERGEN,11991227,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN ,0.7076,,cellular Process,0.99240843,,   type VII secretion system ESX-3 target PE5,"WP_052628524.1
",2.00E-57,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,no Prediction,noT ENZYME ,NOT ENZYME 
29,>WP_003401503.1 , type VII secretion system protein EsxS,Virulent protein,Defense Protein,97,5.99,82.06,2980,0.299,Hydrophobic,29.52,9777.94,4,6,1,Stable,,,secreted,Extracell,Fimbrium.,Unknown,Cytoplasmic protein,0,Cytoplasm,,no signal peptide,Soluble Protein,0,0.298969,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,N/A,N/A,0,low complexity	,N/A,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"EsxAB dimer-like        ,ESAT-6 like        ","0.00000000556,0.01",ESAT-6 like protein EsxS (1.10.287.1060/FF/13)	,3.60E-57, Proteins of 100 residues with WXG,1.40E-06,no HIT,0,,esxH,"Neighborhood
Cooccurence
Experiments
Textmining",0.999,,PROBABLE NON-ALLERGEN,Q5U9F2,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN ,0.5503,,cellular Process,2.1533588,,PE family protein,"EFD75928.1
",3.00E-52,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,no Prediction,noT ENZYME ,NOT ENZYME 
30,>WP_003401514.1 ,ESAT-6-like protein EsxH,Virulent protein,Defense Protein,96,4.58,59.38,29450,-0.266,Hydrophilic,50.36,10390.60,3,9,0,Unstable,,,secreted,Extracell,cell inner membrane,Unknown,Cytoplasmic protein,0,Cytoplasm,,no signal peptide,Soluble Protein,0,-0.265625,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Glycosylation prediction,,"Uncharacterized conserved protein YukE [Function unknown];
","cl42363	
",9.75E-22,N/A,N/A,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"EsxAB dimer-like        ,ESAT-6 like        ","3.92e-21
,0.0054
",ESAT-6-like protein (1.10.287.1060/FF/16)	,2.70E-52,Proteins of 100 residues with WXG,1.90E-16,no HIT,0,,	esxG,"Neighborhood
Cooccurence
Experiments
Textmining",0.999,,PROBABLE NON-ALLERGEN, P93616,No Result,No Result,No Result,No Result,0,, Probable ANTIGEN,0.4929,,cellular Process,2.0005157,,EsxR ,"ANZ80905.1
",4.00E-61,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,3.-.-.-	0.53,noT ENZYME ,NOT ENZYME 
31,>WP_003401555.1 ," ribbon-helix-helix protein, CopG family",Regulatory Protein,Regulatory protein,75,6.55,97.87,4470,-0.180,Hydrophilic,35.44,8130.21,10,10,1,Stable,,,secreted,Extracell,Cell inner membrane. Cell outer membrane. Cytoplasm,Unknown,Cytoplasmic protein,0,Cytoplasm,,no signal peptide,Soluble Protein,0, -0.180000,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,N/A,N/A,0,low complexity	,N/A,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"Ribbon-helix-helix        ,CopG-like        ","0.00163,0.014",N/A,0,"Ribbon-helix-helix protein, copG family",2.30E-10,no HIT,0,,"Rv0299	","Neighborhood
Textmining",0.984,,PROBABLE NON-ALLERGEN,P04083,No Result,No Result,No Result,No Result,0,, Probable ANTIGEN,0.7703,,cellular Process	,1.7513133,,"ribbon-helix-helix protein,","MBL7325552.1
",1.00E-34,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,non Enzyme,noT ENZYME ,NOT ENZYME 
32,>WP_003401563.1 ," ribbon-helix-helix protein, CopG family",Regulatory Protein,Regulatory protein,73,10.39,111.10,6990,-0.127,Hydrophilic,49.36,8088.31,12,10,0,Unstable,,,Cytoplasm,Extracell,Extracell,Unknown,Periplasmic protein,1,Extracellular,,no signal peptide,Soluble Protein,0,-0.127397,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"hypothetical protein
","cl10323	
",4.09E-03,N/A,N/A,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"Ribbon-helix-helix        ,CopG-like        ","0.00000126
,0.03",Antitoxin VapB2 (1.10.1220.10/FF/15)	,6.20E-43,"Ribbon-helix-helix protein, copG family",2.10E-05,no HIT,0,,	vapC2,"Neighborhood
Experiments
Textmining",0.999,,PROBABLE NON-ALLERGEN,Q53RM0,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN,0.6928,,Metabolism Molecule,0.95216199,,type II toxin-antitoxin system antitoxin VapB2,"WP_003401563.1
",8.00E-41,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,2.-.-.-	0.67,noT ENZYME ,NOT ENZYME 
33,>WP_003401651.1 ,TetR/AcrR family transcriptional regulator,Regulatory protein,Regulatory protein,200,5.61,97.25,18450,-0.009,Hydrophilic,41.62,21411.19,19,22,0,Unstable,,,cytoplasm,cytoplasm,cytoplasm,Unknown,"Outer Membrane Protein
",1,Cytoplasm,,no signal peptide,Soluble Protein,0,-0.0095,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"DNA-binding transcriptional regulator, AcrR family [Transcription];","COG1309	
",8.35E-16,N/A,N/A,None pridicted,N/A,DNA binding ,GO:0003677,1,N/A,N/A,0,No result,No,0,"Homeodomain-like	,	Tetracyclin repressor-like, N-terminal domain,	Tetracyclin repressor-like, C-terminal domain,	Tetracyclin repressor-like, C-terminal domain","2.26e-18,0.04,
0.000000000000526
,0.0074",HTH-type transcriptional regulator AcrR (1.10.357.10/FF/3)	,1.00E-07,"Bacterial regulatory proteins, tetR family",4.60E-16,TetR-type HTH domain profile,19.74,,		Rv0330c,Textmining,0.75,,PROBABLE NON-ALLERGEN,P08823,No Result,No Result,No Result,No Result,0,, Probable ANTIGEN,0.5466,,Metabolism Molecule,2.1510204,,TetR/AcrR family transcriptional regulator ,"MBL7324923.1",8.00E-78,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,non Enzyme,noT ENZYME ,NOT ENZYME 
34,>WP_003401675.1 ,"PE family protein, partial",Virulent protein,Defense Protein,171,12.12,62.51,11000,-0.592,Hydrophilic,61.54,18419.95,25,6,0,Unstable,,,secreted,Extracell,cell inner membrane,CytoplasmicMembrane,Extracellular Protein,1,Extracellular,,no signal peptide,Soluble Protein,0,-0.591813,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"PE family; This family named after a PE motif near to the amino terminus of the domain. The PE ...","cl03022	
",7.61E-15,low complexity	,N/A,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"PE/PPE dimer-like       ,PE","0.000000000000445
,0.0098",PE family protein (1.10.287.850/FF/8)	,1.50E-48,PE family,7.10E-17,no HIT,0,`,	PPE12,Textmining,0.759,,PROBABLE NON-ALLERGEN,Q2HXL0,No Result,No Result,No Result,No Result,0,, Probable ANTIGEN,0.5081,,cellular Process,1.4042539,,PE family protein,"WP_140946692.1
",2.00E-114,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,non Enzyme,noT ENZYME ,NOT ENZYME 
35,>WP_003401735.1 ,helix-turn-helix transcriptional regulator,Regulatory Protein,Regulatory protein,832,6.26,100.61,54430,0.001,Hydrophobic,39.54,87775.94,80,91,1,Stable,,,cytoplasm,Cytoplasm. Extracell.,Cytoplasm. Extracell.,CytoplasmicMembrane,Cytoplasmic protein,1,Cytoplasm,,no signal peptide,Soluble Protein,1,0.001202,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,"Phosphorylation prediction,Glycosylation prediction",,"isoniazid response ATPase/transcriptional regulator IniR; Two unrelated first-line drugs for ...
","NF038181	
",0.00E+00,HTH_LUXR	,9.83E-21,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"	C-terminal effector domain of the bipartite response regulators,	GerE-like (LuxR/UhpA family of transcriptional regulators),	P-loop containing nucleoside triphosphate hydrolases,	Nucleotide and nucleoside kinases","4.42e-16
,0.0063,,0.09","Transcriptional regulator, LuxR family (1.10.10.10/FF/553)	",1.30E-04," Bacterial regulatory proteins, luxR family",1.20E-13, LuxR-type HTH domain profile :,22.792,,	Rv0340,"Neighborhood
Cooccurence",0.889,,PROBABLE NON-ALLERGEN,P08823,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN ,0.4877,,Information and storage,-0.83688399,,   isoniazid response ATPase/transcriptional regulator IniR,"WP_003401735.1
",0,,"In Phosphorus-Containing Anhydrides
",Acting on acid anhydrides	,Hydrolases,non Enzyme,noT ENZYME ,NOT ENZYME 
36,>WP_003401823.1 ,MerR family transcriptional regulator,Regulatory Protein,Regulatory protein,126,10.31,99.05,8480,-0.391,Hydrophilic,71.62,14126.25,20,14,0,Unstable,,,Cytoplasm,. Cytoplasm.,"Cell inner membrane. Cytoplasm.",CytoplasmicMembrane,"Outer Membrane Protein",1,Cytoplasm,,no signal peptide,Soluble Protein,0,-0.39127,No transmembrane,Secretion (Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"Helix-Turn-Helix DNA binding domain of HspR-like transcription regulators; Helix-turn-helix ...
","cd01279	
",5.87E-49,HTH_MERR	,4.08E-27,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"Putative DNA-binding domain,	DNA-binding N-terminal domain of transcription activators	","1.51e-20,0.0036
",Transcriptional regulator MerR family (1.10.1660.10/FF/19)	,1.10E-04, MerR HTH family regulatory protein,8.40E-17, MerR-type HTH domain profile,32.626,,dnaK,"Neighborhood
Experiments
Textmining",0.996,,PROBABLE NON-ALLERGEN,Q86WJ1,No Result,No Result,No Result,No Result,0,, Probable ANTIGEN,0.5495,,cellular Process,1.6752805,,   heat shock transcriptional regulator HspR,"WP_024753696.1
",2.00E-83,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,non Enzyme,noT ENZYME ,NOT ENZYME 
37,>WP_003401885.1 ,calcium dodecin,Signalling protein,,71,8.10,89.30,8480,-0.261,Hydrophilic,37.36,7966.14,11,10,1,Stable,,,Cytoplasm,"Cell membrane. Extracell.","Cell inner membrane.
",CytoplasmicMembrane,"Inner-membrane Protein
",1,Cytoplasm,,no signal peptide,Soluble Protein,0,-0.260563,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"Dodecin; Dodecin is a flavin-binding protein,found in several bacteria and few archaea and ...
","cl01328	
",7.41E-29,low complexity	,N/A,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"Dodecin-like,Dodecin-like		","2.49e-21
0.0015",Calcium dodecin (3.30.1660.10/FF/4)	,7.50E-45,Dodecin,8.70E-21,no HIT,0,,	Rv0559c,Textmining,0.745,,PROBABLE NON-ALLERGEN,O14981,No Result,No Result,No Result,No Result,0,, Probable ANTIGEN ,0.6552,,cellular Process,0.31990136,,transporter,"CNV73087.1
",1.00E-41,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,5.-.-.-	0.53,noT ENZYME ,NOT ENZYME 
38,>WP_003401914.1 , PPE family protein,Virulent Protein,,443,4.40,84.09,43890,0.261,Hydrophobic,45.50,43119.54,13,27,0,Unstable,,,N/A,Cytoplasm. Extracell.,"Cell inner membrane.",CytoplasmicMembrane,Periplasmic protein,1,Cytoplasm,,no signal peptide,Soluble Protein,1,0.261400,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,"Phosphorylation prediction,Glycosylation prediction",,"PPE family; This family named after a PPE motif near to the amino terminus of the domain. The ...","cl37632	
",2.78E-54,low complexity	,N/A,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"PE/PPE dimer-like	
PPE","1.33e-63,0.0000854",PPE family protein (1.20.1260.20/FF/3)	,2.40E-09,PPE family,1.20E-62,no HIT,0,,NA,NA,NA,,PROBABLE NON-ALLERGEN,"O60641

",No Result,No Result,No Result,No Result,0,, Probable ANTIGEN,0.5858,,Virulence factors	,-0.41476852,,PPE family protein,"WP_057363782.1",0,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,non Enzyme,noT ENZYME ,NOT ENZYME 
39,>WP_003402129.1 ,DUF2752 domain-containing protein,Unknown Domain Function,,50,7.74,115.40,9970,0.642,Hydrophobic,12.75,5297.17,4,3,1,Stable,,,inner membrane,Extracell,"Cell inner membrane.",Unknown,N/A,0,Extracellular,,no signal peptide,Membrane Protein,1,0.642000,Prediction,No Secretion (No Signal Peptide),transmembrane	,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"Protein of unknown function (DUF2752); This family is conserved in bacteria. Many members are ...
","cl12413	
",2.67E-06,transmembrane region	,N/A,Protein of unknown function DUF2752 ,IPR021215,N/A,N/A,0,N/A,N/A,0,No result,No,0,N/A,0,N/A,0,Protein of unknown function (DUF2752)q,3.60E-11,no HIT,0,,NA,NA,NA,,PROBABLE NON-ALLERGEN,Q08722,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN ,0.9749,,cellular Process,0.86560218,,	thiazole synthase,"CRH14035.1
",3.00E-24,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,non Enzyme,noT ENZYME ,NOT ENZYME 
40,>WP_003402198.1,superoxide dismutase [Cu-Zn],Enzyme ,,240,5.94,71.67,9970,-0.061,hydrophilic,33.52,23844.49,11,17,1,Stable,,,Periplasm,Cell membrane.,Periplasm,CytoplasmicMembrane,Periplasmic Protein,1,Periplasm,,Signal Peptide,Unknown,0,-0.060833,No transmembrane,Secretion (Signal Peptide),Signal Peptide,Lipoprotein signal peptide (Sec/SPII),Signal peptide,Secretory peptide,"Phosphorylation prediction,Glycosylation prediction",,"Cu/Zn superoxide dismutase [Inorganic ion transport and metabolism];","COG2032	
",5.17E-43,low complexity	,N/A,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"        Cu,Zn superoxide dismutase-like,	Cu,Zn superoxide dismutase-like","4.06e-46
,0.0000000159","Superoxide dismutase [Cu-Zn], chloroplastic (2.60.40.200/FF/3)	",1.20E-05,Copper/zinc superoxide dismutase (SODC),2.60E-29,Prokaryotic membrane lipoprotein lipid attachment site profile,5.000,,	sodA,"Experiments
Databases
Textmining",0.993,,PROBABLE NON-ALLERGEN,Q10QA5,Ole e 5,Olea europaea,"Cu,Zn superoxide dismutase-like (SSF49329)",A9LMI4,1/1 (100.0%),,Probable ANTIGEN,0.6653,,Metabolism Molecule,1.7259957,,superoxide dismutase family protein,"WP_234829102.1
",1.00E-156,,"Acting on superoxide as acceptor",Acting on superoxide as acceptor	,Oxidoreductases,1.15.1.1	1.0,"is an Enzyme protein
	1.-.-.- Oxidoreductases
	1.15.-.- Acting on superoxide as acceptor",ENZYME
41,>WP_003402219.1 ,SDR family NAD(P)-dependent oxidoreductase ,Enzyme ,,311,9.67,86.91,32430,-0.231,hydrophilic,33.64,33650.15,33,26,1,Stable,,,cytoplasm,cytoplasm,cytoplasm,Unknown,cytoplasmic Protein,1,Cytoplasm,,no signal peptide,Soluble Protein,0,-0.230547,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"short chain dehydrogenase; Provisional
","PRK06197	
",0.00E+00,N/A,N/A,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"	NAD(P)-binding Rossmann-fold domains,Tyrosine-dependent oxidoreductases	","6.54e-55
,0.0022",NADPH-dependent 1-acyldihydroxyacetone phosphate reductase (3.40.50.720/FF/261)	,1.10E-14,short chain dehydrogenase,8.90E-28,no HIT,0,,	fas,Databases,0.891,,PROBABLE NON-ALLERGEN,Q9NR09,No Result,No Result,No Result,No Result,0,, Probable ANTIGEN,0.5763,,Metabolism Molecule,1.2933626,,short chain dehydrogenase,"COW39564.1",3.00E-180,,"With NAD or NADP as acceptor
",Acting on the CH-OH group of donors	,Oxidoreductases,1.1.1.-	0.72,"is an Enzyme protein
	1.-.-.- Oxidoreductases
	1.1.-.- Acting on the CH-OH group of donors",ENZYME
