38,>WP_003402129.1 ,DUF2752 domain-containing protein,50,7.74,115.4,9970,0.642,Hydrophobic,12.75,5297.17,4,3,1,stable,,,inner membrane,"Cell inner membrane.
 ",Extracell,Unknown,Cytoplasmic Protein,0,Cytoplasm,,no signal peptide,MEMBRANE PROTEIN,1, 0.642000,Prediction,Transmembrane,No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,"Protein of unknown function (DUF2752); This family is conserved in bacteria. Many members are ...
","pfam10825	
",2.67E-06,transmembrane region	,N/A,"
Protein of unknown function DUF2752",IPR021215,N/A,N/A,0,N/A,N/A,0,No result ,No,0,N/A,0,N/A,0,Protein of unknown function (DUF2752),3.60E-11,NO HIT,0,,NA,NA,NA,,PROBABLE NON-ALLERGEN,Q08722,No result,No result,No result,No result,0,,Probable ANTIGEN,0.9749,,cellular Process,0.86560218,,thiazole synthase [Mycobacterium tuberculosis]	,"CRH14035.1
",2.00E-24,,Nucleotidyltransferases,        Transferring Phosphorus-Containing Groups,Transferase,NON ENZYME,NOT Enzyme,NOT ENZYME
39,>WP_003402198.1 ,superoxide dismutase family protein,240,5.94,71.67,9970,-0.061,Hydrophilic,33.52,23844.49,11,17,1,stable,,,periplasm,Periplasm,Cell membrane,CytoplasmicMembrane,Periplasmic Protein,1,Periplasmic,,signal peptide,unknown,0,-0.060833,No transmembrane,Secretion (Signal Peptide),signal peptide, Lipoprotein signal peptide (Sec/SPII),Signal Peptide,Secretory Protein ,"Phosphorylation prediction,Glycosylation prediction",,"Cu/Zn superoxide dismutase [Inorganic ion transport and metabolism];","COG2032	
",5.17E-43,low complexity	,N/A,"
Superoxide dismutase (Cu/Zn) / superoxide dismutase copper chaperone ",IPR024134,"metal ion binding ,
copper ion binding","GO:0046872,GO:0005507",1,superoxide metabolic process,GO:0006801,1,No result ,No,0,"Cu,Zn superoxide dismutase-like	,Cu,Zn superoxide dismutase-like	","4.06e-46
,0.0000000159
","Superoxide dismutase [Cu-Zn], chloroplastic (2.60.40.200/FF/3)	",1.20E-05,Copper/zinc superoxide dismutase (SODC),2.60E-29,Copper/Zinc superoxide dismutase signature 2,N/A,,"sodA	","Databases
Textmining",0.993,,PROBABLE NON-ALLERGEN,Q10QA5,Ole e 5,Olea europaea,"Cu,Zn superoxide dismutase-like (SSF49329)",A9LMI4,1/1 (100.0%),,Probable ANTIGEN,0.6445,,Metabolism Molecule,1.7259957,,superoxide dismutase family protein [Mycobacterium tuberculosis]	,"WP_234829102.1
",1.00E-156,,"Acting on superoxide as acceptor
",	Acting on superoxide as acceptor,Oxidoreductases,1.15.1.1	1.0,"Enzyme protein
	1.-.-.- Oxidoreductases
1.15.-.- Acting on superoxide as acceptor",ENZYME
40,>WP_003402219.1 , oxidoreductase,311,9.67,86.91,32430,-0.231,Hydrophilic,33.64,33650.15,33,26,1,stable,,,Cytoplasm,Cytoplasm,Cytoplasm,Unknown,Cytoplasmic Protein,1,Cytoplasm,,no signal peptide,SOLUBLE PROTEIN,0,-0.230547,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,"short chain dehydrogenase; Provisional
","PRK06197	
",0.00E+00,N/A,N/A,Short-chain dehydrogenase/reductase SDR,IPR002347,N/A,N/A,0,N/A,N/A,0,No result ,No,0,"NAD(P)-binding Rossmann-fold domains	,Tyrosine-dependent oxidoreductases	","6.54e-55,0.0022
",NADPH-dependent 1-acyldihydroxyacetone phosphate reductase (3.40.50.720/FF/261)	,1.10E-14,short chain dehydrogenase,short chain dehydrogenase,NO HIT,0,,	fas,"Databases
",0.891,,PROBABLE NON-ALLERGEN,Q9NR09,No result,No result,No result,No result,0,, Probable ANTIGEN,0.5563,,Metabolism Molecule,1.2933626,,SDR family NAD(P)-dependent oxidoreductase [Mycobacterium tuberculosis]	,"WP_086153797.1
",0,,With NAD or NADP as acceptor,Acting on the CH-OH group of donors,Oxidoreductases,1.1.1.-	0.72,"Enzyme protein
1.-.-.- Oxidoreductases
	1.1.-.- Acting on the CH-OH group of donors",ENZYME
41,>WP_003402239.1 ,PPE family protein ,487,4.45,75.59,54430,0.062,Hydrophobic,29.94,47246.88,9,22,1,stable,,,secreted,Cytoplasm. Extracell.,Cell inner membrane,CytoplasmicMembrane,Extracellular Protein,1,Cytoplasm,,Signal petide,Unknown,5,0.062423,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Glycosylation prediction,,"PPE family; This family named after a PPE motif near to the amino terminus of the domain. The ...","pfam00823	
",2.80E-51,low complexity	,N/A,None Predicted,0,N/A,N/A,0,N/A,N/A,0,No result ,No,0,"PE/PPE dimer-like	,PPE","2.88e-56
,0.0001",PPE family protein (1.20.1260.20/FF/3)	,3.50E-08,PPE family,5.80E-56,NO HIT,0,,Rv0441c,Neighborhood,0.882,,PROBABLE NON-ALLERGEN,Q9NR09,No result,No result,No result,No result,0,,Probable ANTIGEN,0.5763,,Virulence factors,-0.016755357,,PPE family protein [Mycobacterium tuberculosis complex]	,WP_003402239.1,0,,"Methyltransferases
",        Transferring One-Carbon Groups,Transferases,3.-.-.-	0.45,NOT Enzyme,ENZYME
42,>WP_003402250.1,class I SAM-dependent methyltransferase,427,8.97,89.2,81360,-0.188,Hydrophilic,43.32,47767.49,48,44,0,Unstable,,,Cytoplasm,Cytoplasm,Cytoplasm,Cytoplasmic,Cytoplasmic Protein,1,Cytoplasm,,No signal peptide,Soluble protein ,0,-0.188056,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,"
Phosphorylation prediction",,"Mycolic acid cyclopropane synthetase; This family consist of ...
","pfam02353	
",2.08E-140,low complexity	,N/A,Mycolic acid cyclopropane synthase,IPR003333,N/A,N/A,0,lipid biosynthetic process ,GO:0008610,1,No result ,No,0,"	S-adenosyl-L-methionine-dependent methyltransferases,Mycolic acid cyclopropane synthase	","2.3e-66,0.00011
",Cyclopropane mycolic acid synthase 1 (3.40.50.150/FF/115)	,1.00E-55,Mycolic acid cyclopropane synthetase,2.60E-105,NO HIT,0,,Rv0448c,"Neighborhood Gene Fusion
Cooccurence",0.983,,PROBABLE NON-ALLERGEN,Q8IZS8,No result,No result,No result,No result,0,,Probable ANTIGEN,0.4314,,Metabolism Molecule,0.76795083,,cyclopropane-fatty-acyl-phospholipid synthase [Mycobacterium tuberculosis CCDC5079]	,"AEJ45609.1
",0,,"Methyltransferases
",        Transferring One-Carbon Groups,Transferases,2.1.1.-	0.99,"Enzyme protein
	2.-.-.- Transferases
	2.1.-.- Transferring one-carbon groups
",ENZYME
43,>WP_003402288.1 ,type II toxin-antitoxin system PemK/MazF family toxin,93,11.31,84.95,16500,-0.194,Hydrophilic,58.36,9925.4,13,8,0,Unstable,,,Cytoplasm,Extracell,Cell inner membrane,Unknown,Cytoplasmic Protein,1,Cytoplasm,,No signal peptide,Soluble protein ,1,-0.193548,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction ,,"PemK-like, MazF-like toxin of type II toxin-antitoxin system; PemK is a growth inhibitor in E. ...
","pfam02452	
",2.01E-12,N/A,N/A,mRNA interferase PemK-like,IPR003477,DNA binding ,GO:0003677,1,N/A,N/A,0,No result ,No,0,"	Cell growth inhibitor/plasmid maintenance toxic component,Kid/PemK	","0.0000000000000545
,0.0032",mRNA interferase (2.30.30.110/FF/7)	,1.90E-04," PemK-like, MazF-like toxin of type II toxin-antitoxin system",2.80E-11,NO HIT,0,,mazE1,Neighborhood,0.876,,PROBABLE ALLERGEN,Q12567,No result,No result,No result,No result,0,,Probable ANTIGEN,0.541,,cellular Process,0.51223887,,hypothetical protein MRGA423_02880 [Mycobacterium tuberculosis RGTB423]	,"AFE11784.1
",2.00E-57,,"Nucleotidyltransferases",        Transferring Phosphorus-Containing Groups,Transferases,3.1.-.-	0.98,NOT Enzyme,NOT ENZYME
44,>WP_003402323.1 ,cyclopropane mycolic acid synthase PcaA,287,6.00,82.23,38390,-0.284,Hydrophilic,37.09,33027.71,30,37,1,stable,,,Cytoplasm,Cytoplasm,Cytoplasm,Cytoplasmic,Cytoplasmic Protein,1,Cytoplasm,,No signal peptide,Soluble protein ,0,-0.283624,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction ,,"Mycolic acid cyclopropane synthetase; This family consist of ...","pfam02353	
",6.65E-156,low complexity	,N/A,Mycolic acid cyclopropane synthase,IPR003333,N/A,N/A,0,lipid biosynthetic process ,GO:0008610,1,No result ,No,0,"        S-adenosyl-L-methionine-dependent methyltransferases,Mycolic acid cyclopropane synthase	","5.29e-74,0.000000000124

",3.40.50.150/FF/1704	,1.30E-07,Mycolic acid cyclopropane synthetase,1.80E-119,NO HIT,0,,		fadD32,Textmining,0.657,,PROBABLE NON-ALLERGEN,A4KZ49,No result,No result,No result,No result,0,,Probable NON-ANTIGEN,0.3974,,cellular Process	,1.7657626,,cyclopropane mycolic acid synthase PcaA [Mycobacterium tuberculosis]	,WP_099217908.1,0,,"Methyltransferases",        Transferring One-Carbon Groups,Transferases,2.1.1.-	0.98,NOT Enzyme,NOT ENZYME
45,>WP_003402335.1 ,helix-turn-helix transcriptional regulator,140,5.22,84.36,4470,-0.464,Hydrophilic,49.59,15364.15,17,21,0,Unstable,,,Cytoplasm,Cytoplasm,Cytoplasm,Cytoplasmic,Outer Membrane Protein,1,Cytoplasm,,No signal peptide,Soluble protein ,0,-0.463571,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction ,,"Helix-turn-helix XRE-family like proteins. Prokaryotic DNA binding proteins belonging to the ...
","cd00093	
",1.33E-14,HTH_XRE	,3.56E-15,None Predicted,0,DNA binding ,GO:0003677,1,N/A,N/A,0,No result ,No,0,"lambda repressor-like DNA-binding domains	,SinR domain-like	","6.76e-16
,0.025",Transcriptional regulator ClgR (1.10.260.40/FF/32)	,1.70E-33, Helix-turn-helix domain,1.40E-14,Cro/C1-type HTH domain profile ,15.305,,"Rv2017	",Textmining,0.776,,PROBABLE NON-ALLERGEN,Q9BPX7,No result,No result,No result,No result,0,,Probable ANTIGEN,0.4829,,cellular Process	,1.1030591,,helix-turn-helix transcriptional regulator [Mycobacterium tuberculosis]	,"WP_078405418.1",9.00E-89,,Carboxylic Ester Hydrolases,Acting on Ester Bonds	,Hydrolases,NON ENZYME,NOT Enzyme,NOT ENZYME
46,>WP_003402339.1 ,heparin-binding hemagglutinin HbhA,199,9.17,84.67,4470,-0.593,Hydrophilic,46.67,21534.46,36,32,0,Unstable,,,Cytoplasm,Cytoplasm,Extracell,Cellwall,Cytoplasmic Protein,1,Cytoplasm,,No signal peptide,Soluble protein ,1,-0.592965,No transmembrane,Secretion (Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction ,,N/A,N/A,0,low complexity	,N/A,None Predicted,0,N/A,N/A,0,N/A,N/A,0,No result ,No,0,"Apolipoprotein A-I	,Apolipoprotein A-I	","0.0000262,0.0086
",Heparin-binding hemagglutinin HbhA (1.20.5.1230/FF/1)	,2.80E-74, Apolipoprotein A1/A4/E domain,0.0009,NO HIT,0,,esxA,Textmining,0.865,,PROBABLE NON-ALLERGEN,A6NC98,No result,No result,No result,No result,0,, Probable ANTIGEN,0.6822,,cellular Process,0.13220618,,iron-regulated heparin binding hemagglutinin hbhA [Mycobacterium tuberculosis KZN 1435]	,"ACT23509.1
",1.00E-131,,"Acting on Polysaccharides
",Carbon-Oxygen Lyases	,Lyases,NON ENZYME,NOT Enzyme,NOT ENZYME
47,>WP_003402390.1 , two-component system sensor histidine kinase SenX3,410,6.06,97.34,22460,-0.200,Hydrophilic,48.66,44824.74,53,58,0,Unstable,,,inner membrane	,Cell membrane,Cell inner membrane ,Cytoplasmicmembrane,"Inner-membrane Protein",1,Cytoplasm,,Signal petide,Membrane protein,1,-0.199756,No transmembrane,Secretion (Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction ,,"phosphate regulon sensor kinase PhoR; Members of this protein family are the regulatory ...
","cl37197	
",3.90E-64,HisKA	,1.85E-17,None Predicted,0,"transferase activity, transferring phosphorus-containing groups ,
phosphorelay sensor kinase activity ","GO:0016772,GO:0000155",1,"phosphorylation 
signal transduction ","GO:0016310,GO:0007165",1,No result ,No,0,"	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase	,Histidine kinase	,Homodimeric domain of signal transducing histidine kinase	,Homodimeric domain of signal transducing histidine kinase	","3.93e-46
,0.0012,0.00000000000000235
,0.00088
",Sensor histidine kinase (3.30.565.10/FF/102)	,1.20E-22,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",4.40E-24,Histidine kinase domain profile ,49.265,,regX3,"Neighborhood
Cooccurence
Databases
Textmining",0.999,,PROBABLE NON-ALLERGEN,P11586,No result,No result,No result,No result,0,,Probable ANTIGEN,0.5139,,Metabolism Molecule,0.65035406,,two-component system sensor histidine kinase SenX3 ,"WP_003910136.1",0,,Protein-histidine kinases,        Transferring Phosphorus-Containing Groups,Transferases,2.7.13.3	1.0,"Enzyme protein
	2.-.-.- Transferases
2.7.-.- Transferring phosphorous-containing groups
",NOT ENZYME
48,>WP_003402432.1 , sugar phosphate isomerase/epimerase,280,7.84,82.61,26930,-0.158,Hydrophilic,41.68,30465.64,30,29,0,Unstable,,,Cytoplasm,Cytoplasm,Cytoplasm,Cytoplasmic,Cytoplasmic Protein,1,Cytoplasm,,No signal peptide,Soluble protein ,0,-0.158214,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,"Sugar phosphate isomerase/epimerase [Carbohydrate transport and metabolism];
","COG1082	
",3.26E-35,N/A,N/A,None Predicted,0,N/A,N/A,0,N/A,N/A,0,No result ,No,0,"Xylose isomerase-like	,IolI-like	","1.52e-39
,0.029
",Fructoselysine 3-epimerase (3.20.20.150/FF/13)	,4.70E-04,Xylose isomerase-like TIM barrel,4.10E-22,NO HIT,0,,Rv1752,"Coexpression
Databases
Textmining",0.866,,PROBABLE NON-ALLERGEN,Q7DM89,No result,No result,No result,No result,0,,Probable ANTIGEN ,0.6338,,Metabolism Molecule,1.9195591,,conserved hypothetical protein 	,"EFD72140.1
",0,,"Hydro-lyases
",Carbon-Oxygen Lyases	,Lyases,NON ENZYME,"Enzyme protein
	3.-.-.- Hydrolases
	3.1.-.- Acting on ester bonds",ENZYME
49,>WP_003402437.1 ,DNA-binding protein,78,9.39,78.72,2980,-0.133,Hydrophilic,17.52,8507.73,9,7,1,stable,,,Cytoplasm,Extracell,Cell inner membrane. Cytoplasm. Extracell.,Cytoplasmic,Cytoplasmic Protein,1,Cytoplasm,,No signal peptide,Soluble protein ,0,-0.133333,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,"Helix-turn-helix domain; This domain is a DNA-binding helix-turn-helix domain.
","pfam12728	
",5.81E-16,N/A,N/A,None Predicted,0,DNA binding ,GO:0003677,1,N/A,N/A,0,No result ,No,0,"Putative DNA-binding domain	,Excisionase-like	","0.0000201,0.056

",N/A,0, Helix-turn-helix domain, Helix-turn-helix domain,NO HIT,0,,	Rv1717,Textmining,0.863,,PROBABLE NON-ALLERGEN,Q93084,No result,No result,No result,No result,0,,Probable ANTIGEN ,0.5926,,Metabolism Molecule,1.4299943,,DNA-binding protein ,"AUS49558.1
",2.00E-49,,"Nucleotidyltransferases
",        Transferring Phosphorus-Containing Groups,Transferases,no prediction,NOT Enzyme,NOT ENZYME
50,>WP_003402602.1 , AURKAIP1/COX24 domain-containing protein,33,12.91,64.85,N/A,-1.736,Hydrophilic,90.39,4145.19,18,0,0,Unstable,,,Cytoplasm,N/A,N/A,Unknown,Periplasmic Protein,0,Cytoplasm,,No signal peptide,Soluble protein ,1,-1.736364,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction ,,N/A,N/A,0,DUF1713	,"0.00000212
",None Predicted,0,N/A,N/A,0,N/A,N/A,0,No result ,No,0,N/A,0,N/A,0,"Mitochondrial mRNA-processing protein COX24, C-terminal",3.10E-12,NO HIT,0,,	rpmF,Experiments,0.823,,PROBABLE NON-ALLERGEN,Q8GVZ2,No result,No result,No result,No result,0,,Probable ANTIGEN ,0.7251,,cellular Process,1.298726,,hypothetical protein FRC0192_00382 ,"CAB0787866.1
",2.00E-10,,No result,No result,No result,No result,No result,NO result
51,>WP_003402621.1 ,cyclopropane mycolic acid synthase CmaA2,302,5.11,73.68,51340,-0.467,Hydrophilic,39.55,34660.11,34,47,1,stable,,,Cytoplasm,Cytoplasm,Cytoplasm,Cytoplasmic,Cytoplasmic Protein,1,Cytoplasm,,No signal peptide,Soluble protein ,0,-0.466556,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,"Mycolic acid cyclopropane synthetase; This family consist of ...","pfam02353	
",3.68E-164,N/A,N/A,"
Mycolic acid cyclopropane synthase ",IPR003333,N/A,N/A,0,lipid biosynthetic process ,GO:0008610,1,No result ,No,0,"	S-adenosyl-L-methionine-dependent methyltransferases,Mycolic acid cyclopropane synthase	","1.14e-71,0.0000000000741
",Sarcosine/dimethylglycine N-methyltransferase (3.40.50.150/FF/461)	,2.00E-04, Mycolic acid cyclopropane synthetase,2.60E-120,NO HIT,0,,Rv0504c,"Neighborhood
Textmining",0.900,,PROBABLE NON-ALLERGEN,P04045,No result,No result,No result,No result,0,,Probable ANTIGEN ,0.4708,,cellular Process,0.97568439,,cyclopropane mycolic acid synthase CmaA2	,"WP_003402621.1",0,,"Methyltransferases
",   Transferring One-Carbon Groups        ,Transferases,2.1.1.-	0.96,"Enzyme protein
2.-.-.- Transferases
	2.1.-.- Transferring one-carbon groups
",ENZYME
52,>WP_003402827.1,class I SAM-dependent methyltransferase,116,4.91,84.83,9970,-0.470,Hydrophilic,57.52,13058.71,14,19,0,Unstable,,,Cytoplasm,Cytoplasm,Cytoplasm,Cytoplasmic,Cytoplasmic Protein,1,Cytoplasm,,No signal peptide,Soluble protein ,0,-0.469828,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,"Methyltransferase domain; Members of this family are SAM dependent methyltransferases.
","pfam08241	
",1.37E-17,N/A,N/A,None Predicted,0,methyltransferase activity ,GO:0008168,1,N/A,N/A,0,No result ,No,0,"        S-adenosyl-L-methionine-dependent methyltransferases,Mycolic acid cyclopropane synthase        ","2.05e-27
,0.00037",3.40.50.150/FF/1080	,1.10E-05,Methyltransferase domain,3.40E-15,NO HIT,0,,	Rv0521,"Neighborhood
Gene Fusion
Cooccurence",0.990,,PROBABLE ALLERGEN,Q99UR0,No result,No result,No result,No result,0,, Probable NON-ANTIGEN,0.391,,Information and storage,1.2681384,,methyltransferase/methylase ,"CFB12317.1",6.00E-79,,"Methyltransferases",   Transferring One-Carbon Groups        ,Transferases,"2.-.-.-	0.64
"," Enzyme protein
	2.-.-.- Transferases
	2.1.-.- Transferring one-carbon group",ENZYME
53,>WP_003402875.1,glycosyltransferase family 2 protein ,210,9.24,107.71,33460,0.143,Hydrophobic,31.31,22403.89,25,22,1,stable,,,inner membrane	,Cell membrane. Cytoplasm.,Cell inner membrane. Cytoplasm.,Cytoplasmicmembrane,Cytoplasmic Protein,1,Cytoplasm,,Signal petide,Membrane protein,1,0.142857,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,"
Phosphorylation prediction ",,"DPM_DPG-synthase_like is a member of the Glycosyltransferase 2 superfamily; DPM1 is the ...
","cd04179	
",6.18E-39,N/A,N/A,None Predicted,0,N/A,N/A,0,N/A,N/A,0,No result ,No,0,"Nucleotide-diphospho-sugar transferases	,mannose-1-phosphate guanylyl transferase	","3.7e-35,0.065
",Possible transferase (Possibly glycosyltransferase) (3.90.550.10/FF/239)	,1.10E-04, Glycosyl transferase family 2,7.50E-19,NO HIT,0,,"Rv0540	","Neighborhood
Gene Fusion
Cooccurence",0.991,,PROBABLE NON-ALLERGEN,Q8RVT7,No result,No result,No result,No result,0,,Probable ANTIGEN,0.5818,,cellular Process	,1.8084535,,glycosyltransferase family 2 protein,"REP62090.1
",4.00E-143,,"Hexosyltransferases",Glycosyltransferases,Transferases,2.4.-.-	0.98,NOT Enzyme,NOT ENZYME
54,>WP_003402907.1 ,VOC family protein ,128,5.31,88.44,16960,-0.278,Hydrophilic,44.49,14346.25,13,18,0,Unstable,,,Cytoplasm,Cytoplasm,Cytoplasm,Cytoplasmic,Cytoplasmic Protein,1,Cytoplasm,,No signal peptide,Soluble protein ,0,-0.278125,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,"
Phosphorylation prediction ",,"uncharacterized subfamily of vicinal oxygen chelate (VOC) family; The vicinal oxygen chelate ...
","cd07264	",3.75E-33,N/A,N/A,None Predicted,0,N/A,N/A,0,N/A,N/A,0,No result ,No,0,"	Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase,Antibiotic resistance proteins	","2.48e-21,0.017
",N/A,0, Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,4.00E-15,Vicinal oxygen chelate (VOC) domain profiles,17.402,,	ureA,Textmining,0.901,,PROBABLE NON-ALLERGEN,P52903,No result,No result,No result,No result,0,,Probable ANTIGEN,0.4213,,Metabolism Molecule,1.1376856,,VOC family protein ,"MBX4337341.1
",1.00E-86,,"Acting on Other Compounds
",Epimerases and racemases,Isomerases,4.-.-.-	0.6,"Enzyme protein
     1.-.-.- Oxidoreductases
       1.13.-.- Acting on single donors with incorporation of molecular oxygen",ENZYME
55,>WP_003402909.1 ,SDR family oxidoreductase,294,9.51,103.95,41940,0.031,Hydrophobic,55.23,31866.94,33,28,0,Unstable,,,Cytoplasm,Cell membrane. Cytoplasm.,Cytoplasm,Cytoplasmic,Cytoplasmic Protein,1,Cytoplasm,,No signal peptide,Soluble protein ,0,0.031292,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,"
Phosphorylation prediction ",,"SDR family oxidoreductase;
","PRK05866	
",0.00E+00,low complexity	,N/A,"
Short-chain dehydrogenase/reductase SDR ",IPR002347,N/A,N/A,0,N/A,N/A,0,No result ,No,0,"NAD(P)-binding Rossmann-fold domains	,,Tyrosine-dependent oxidoreductases	","1.68e-51,0.00095
",very-long-chain 3-oxoacyl-CoA reductase 1 (3.40.50.720/FF/341)	,1.00E-15, short chain dehydrogenase,3.10E-38,NO HIT,0,,	fas,Databases,0.965,,PROBABLE NON-ALLERGEN,Q10567,Unknown,Sesamum indicum,No result,	A0A0A6YYW2,1/1 (100.0%),,Probable ANTIGEN,0.4702,,cellular Process,1.3913423,,SDR family oxidoreductase ,"WP_234900502.1",0,,With NAD or NADP as acceptor,	Acting on the CH-OH group of donors,Oxidoreductases,1.1.1.-	0.93,"Enzyme protein
1.-.-.- Oxidoreductases
1.1.-.- Acting on the CH-OH group of donors",ENZYME
56,>WP_003402929.1 ,membrane protein,171,10.77,126.02,22460,0.250,Hydrophobic,46.95,18800.08,21,13,0,Unstable,,,inner membrane	,Cell membrane,"Cell inner membrane. Extracell. Periplasm.
 ",Cytoplasmic,Inner membrane Protein,0,Cytoplasm,,No signal peptide,Membrane protein,2,0.250292,Prediction,Secretion (Signal Peptide),Transmembrane,No signal peptide,Signal Peptide,Secretory Protein ,Glycosylation prediction,,"Protein of unknown function (DUF3592); This family of proteins is functionally uncharacterized. ...
","pfam12158	
",1.50E-05,transmembrane region	,N/A,None Predicted,0,N/A,N/A,0,N/A,N/A,0,No result ,No,0,N/A,0,N/A,0,Protein of unknown function (DUF3592),0.00011,NO HIT,0,,Rv0361,Textmining,0.897,,PROBABLE NON-ALLERGEN,Q08722,No result,No result,No result,No result,0,, Probable ANTIGEN,0.6677,,Metabolism Molecule,0.88761867,,transmembrane protein ,"CKQ77557.1
",2.00E-104,,"Nucleotidyltransferases",Transferring Phosphorus-Containing Groups	,Transferases,NON ENZYME,NOT Enzyme,NOT ENZYME
57,>WP_003403125.1 ,type II toxin-antitoxin system Phd/YefM family antitoxin ,85,6.59,100.94,11000,-0.511,Hydrophilic,74.32,9681.06,14,14,0,Unstable,,,Cytoplasm,Cell membrane,Cell inner membrane,Cytoplasmic,Cytoplasmic Protein,1,Cytoplasm,,No signal peptide,Soluble protein ,0,-0.510588,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,"
Phosphorylation prediction ",,"Antitoxin component of toxin-antitoxin stability system, DNA-binding transcriptional repressor ...
","COG4118	
",2.09E-17,N/A,N/A,"Type II toxin-antitoxin system, antitoxin Phd/YefM ",IPR006442,N/A,N/A,0,N/A,N/A,0,No result ,No,0,"YefM-like	,YefM-like	","0.0000000183
,0.02",Antitoxin (3.40.1620.10/FF/2)	,2.10E-19," Antitoxin Phd_YefM, type II toxin-antitoxin system",1.30E-10,NO HIT,0,,vapC4,"Neighborhood
Textmining
",0.984,,PROBABLE NON-ALLERGEN, Q8TBG4,No result,No result,No result,No result,0,, Probable ANTIGEN ,0.5001,,Metabolism Molecule,1.7565405,,type II toxin-antitoxin system antitoxin VapB4 ,"WP_031647732.1
",1.00E-50,,Glycosidases,Glycosylases,Hydrolases,NON ENZYME,NOT Enzyme,NOT ENZYME
58,>WP_003403148.1 ,response regulator transcription factor,253,8.86,93.72,25440,-0.303,Hydrophilic,34.34,28170.26,40,37,1,stable,,,Cytoplasm,Cytoplasm,Cytoplasm,Cytoplasmic,Cytoplasmic Protein,1,Cytoplasm,,Signal petide,Unknown,1,-0.303162,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,"
Phosphorylation prediction ",,"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain ...
","COG0745	
",9.59E-86,REC	,2.55E-44,"
Transcriptional regulatory protein WalR-like",IPR039420,DNA binding ,GO:0003677,1`,"phosphorelay signal transduction system,regulation of DNA-templated transcription ","GO:0000160,GO:0006355",1,No result ,No,0,"CheY-like	,CheY-related","1.71e-42
,0.00041",3.40.50.2300/FF/1401	,1.10E-19, Response regulator receiver domain,1.50E-29,"Response regulatory domain profile ,OmpR/PhoB-type DNA-binding domain profile","45.660,41.003",,Rv0601c,"Neighborhood
Cooccurence
Textmining
",0.984,,PROBABLE NON-ALLERGEN,Q8IZS8,No result,No result,No result,No result,0,,Probable ANTIGEN,0.615,,Metabolism Molecule,0.97141193,,two-component system response regulator TcrA ,"WP_010924276.1
",9.00E-174,,With NADH or NADPH as one dono and incorporation of one atom of oxygen,Acting on paired donors with incorporation or reduction of molecular oxygen	,Oxidoreductases,2.-.-.-	0.49,NOT Enzyme,NOT ENZYME
